train,1,0.10724019270600338
train,2,0.1020972011413038
train,3,0.10140312494787539
train,4,0.10105218329879245
train,5,0.10082034865889361
test,5,0.10170490459697187
train,6,0.10069612323162402
train,7,0.10061762130058592
train,8,0.10048661303500954
train,9,0.10047897026544854
train,10,0.10043472853999194
test,10,0.10152472080599773
train,11,0.10038930183647597
train,12,0.10040272912053089
train,13,0.10036871101631566
train,14,0.10037103527377406
train,15,0.10033411091762501
test,15,0.10163067750314642
train,16,0.10038456952136923
train,17,0.1003756412958879
train,18,0.10038869481989803
train,19,0.10040490099569749
train,20,0.1003698566701556
test,20,0.1018811536814711
train,21,0.10051435208277654
train,22,0.10060006315322408
train,23,0.10059111285422416
train,24,0.10063885781548096
train,25,0.10057885368692325
test,25,0.10190211410242479
train,26,0.10046812120310782
train,27,0.10050757016277773
train,28,0.10045730528289902
train,29,0.10050856370969778
train,30,0.10048209473241661
test,30,0.10147389068014505
train,31,0.10051627751340217
train,32,0.10052564061276863
train,33,0.1005131070718941
train,34,0.1006148834042205
train,35,0.10062653077522746
test,35,0.1019353078678795
train,36,0.10058035263330797
train,37,0.1005861534006976
train,38,0.1006028442044329
train,39,0.10061656245540801
train,40,0.10062231316552687
test,40,0.10207190465795113
train,41,0.1006414491733062
train,42,0.10064679237932839
train,43,0.10065232662617063
train,44,0.10063909989001651
train,45,0.100667227945153
test,45,0.10190704849210686
train,46,0.10066775990827675
train,47,0.10066680437553743
train,48,0.10067063409693992
train,49,0.10065410005215866
train,50,0.10064859556024738
test,50,0.10179350641249726
train,51,0.10070149900348523
train,52,0.10069432584814501
train,53,0.10065049151972297
train,54,0.10094348488596601
train,55,0.10074023499922391
test,55,0.10210644791195729
train,56,0.10076777640659539
train,57,0.10067973439807261
train,58,0.10085458325605157
train,59,0.10069384681887472
train,60,0.10072535853087856
test,60,0.10236496503040378
train,61,0.10074960818593058
train,62,0.10075043965809265
train,63,0.10084482616545053
train,64,0.10080900301185407
train,65,0.10079326466505847
test,65,0.102181465364408
train,66,0.10071420466965014
train,67,0.10074139745511072
train,68,0.10079862776939369
train,69,0.10075618409475212
train,70,0.10075395969813611
test,70,0.10215346870958285
train,71,0.10075415805140067
train,72,0.1007443914580181
train,73,0.10077235595601623
train,74,0.10073911356991345
train,75,0.10101709110257384
test,75,0.1021209734002074
train,76,0.10078613281705492
train,77,0.1007500305288058
train,78,0.10074421823964584
train,79,0.1007993861981537
train,80,0.10082667962123475
test,80,0.10251649043691295
train,81,0.10081595253733149
train,82,0.10076262177363118
train,83,0.10077619258687107
train,84,0.10081265092349474
train,85,0.10077742071757542
test,85,0.10264385719746869
train,86,0.10081194520309696
train,87,0.10079505967601209
train,88,0.10079567994854535
train,89,0.10117708305258144
train,90,0.10155067778514973
test,90,0.10277509117316046
train,91,0.10127142984121752
train,92,0.10088018904915978
train,93,0.10086969377914308
train,94,0.10081398811389429
train,95,0.10081924911174191
test,95,0.10212143556877852
train,96,0.10082210225813841
train,97,0.10082861921400797
train,98,0.10083114719943
train,99,0.10084971390911784
train,100,0.1008027825147562
